Year,Sex,States,Count,topicdesc,measuredesc,response,data_value,age_group
2017,Female,Delaware,325,Cigarette Use (Adults),Smoking Frequency,Some Days,31.9,45 to 64
2017,Female,Delaware,382,Cigarette Use (Adults),Smoking Frequency,Some Days,31.9,65+
2017,Female,Delaware,71,E-Cigarette Use (Adults),User Status,Never,82.9,25 to 44
2017,Female,Delaware,325,E-Cigarette Use (Adults),User Status,Never,82.9,45 to 64
2017,Female,Delaware,382,E-Cigarette Use (Adults),User Status,Never,82.9,65+
2017,Female,Delaware,71,Smokeless Tobacco Use (Adults),User Status,Not Current,98.8,25 to 44
2017,Female,Delaware,325,Smokeless Tobacco Use (Adults),User Status,Not Current,98.8,45 to 64
2017,Female,Delaware,382,Smokeless Tobacco Use (Adults),User Status,Not Current,98.8,65+
2017,Female,Delaware,71,Cigarette Use (Adults),Smoking Status,Former,21.0,25 to 44
2017,Female,Delaware,325,Cigarette Use (Adults),Smoking Status,Former,21.0,45 to 64
2017,Female,Delaware,382,Cigarette Use (Adults),Smoking Status,Former,21.0,65+
2017,Female,Delaware,71,E-Cigarette Use (Adults),User Status,Former,13.2,25 to 44
2017,Female,Delaware,325,E-Cigarette Use (Adults),User Status,Former,13.2,45 to 64
2017,Female,Delaware,382,E-Cigarette Use (Adults),User Status,Former,13.2,65+
2017,Female,Delaware,71,Cigarette Use (Adults),Smoking Status,Current,16.2,25 to 44
2017,Female,Delaware,325,Cigarette Use (Adults),Smoking Status,Current,16.2,45 to 64
2017,Female,Delaware,382,Cigarette Use (Adults),Smoking Status,Current,16.2,65+
2017,Female,Delaware,71,E-Cigarette Use (Adults),Frequency of Use,Some Days,47.9,25 to 44
2017,Female,Delaware,325,E-Cigarette Use (Adults),Frequency of Use,Some Days,47.9,45 to 64
2017,Female,Delaware,382,E-Cigarette Use (Adults),Frequency of Use,Some Days,47.9,65+
2017,Female,Delaware,71,E-Cigarette Use (Adults),User Status,Current,3.9,25 to 44
2017,Female,Delaware,325,E-Cigarette Use (Adults),User Status,Current,3.9,45 to 64
2017,Female,Delaware,382,E-Cigarette Use (Adults),User Status,Current,3.9,65+
2017,Female,Delaware,71,Cigarette Use (Adults),Smoking Status,Never,62.8,25 to 44
2017,Female,Delaware,325,Cigarette Use (Adults),Smoking Status,Never,62.8,45 to 64
2017,Female,Delaware,382,Cigarette Use (Adults),Smoking Status,Never,62.8,65+
2017,Female,Delaware,71,Cigarette Use (Adults),Smoking Frequency,Every Day,68.1,25 to 44
2017,Female,Delaware,325,Cigarette Use (Adults),Smoking Frequency,Every Day,68.1,45 to 64
2017,Female,Delaware,382,Cigarette Use (Adults),Smoking Frequency,Every Day,68.1,65+
2017,Female,Delaware,71,Smokeless Tobacco Use (Adults),User Status,Current,1.2,25 to 44
2017,Female,Delaware,325,Smokeless Tobacco Use (Adults),User Status,Current,1.2,45 to 64
2017,Female,Delaware,382,Smokeless Tobacco Use (Adults),User Status,Current,1.2,65+
2017,Female,Delaware,71,E-Cigarette Use (Adults),Frequency of Use,Every Day,52.1,25 to 44
2017,Female,Delaware,325,E-Cigarette Use (Adults),Frequency of Use,Every Day,52.1,45 to 64
2017,Female,Delaware,382,E-Cigarette Use (Adults),Frequency of Use,Every Day,52.1,65+
2016,Male,Delaware,0,E-Cigarette Use (Adults),User Status,Never,78.7,25 to 44
2016,Male,Delaware,0,E-Cigarette Use (Adults),User Status,Never,78.7,45 to 64
2016,Male,Delaware,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,44.1,25 to 44
2016,Male,Delaware,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,44.1,45 to 64
2016,Male,Delaware,0,E-Cigarette Use (Adults),Frequency of Use,Some Days,51.6,25 to 44
2016,Male,Delaware,0,E-Cigarette Use (Adults),Frequency of Use,Some Days,51.6,45 to 64
2016,Male,Delaware,0,Smokeless Tobacco Use (Adults),User Status,Not Current,96.6,25 to 44
2016,Male,Delaware,0,Smokeless Tobacco Use (Adults),User Status,Not Current,96.6,45 to 64
2016,Male,Delaware,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,55.9,25 to 44
2016,Male,Delaware,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,55.9,45 to 64
2016,Male,Delaware,0,Cigarette Use (Adults),Smoking Frequency,Some Days,33.8,25 to 44
2016,Male,Delaware,0,Cigarette Use (Adults),Smoking Frequency,Some Days,33.8,45 to 64
2016,Male,Delaware,0,E-Cigarette Use (Adults),User Status,Former,15.9,25 to 44
2016,Male,Delaware,0,E-Cigarette Use (Adults),User Status,Former,15.9,45 to 64
2016,Male,Delaware,0,Smokeless Tobacco Use (Adults),User Status,Current,3.4,25 to 44
2016,Male,Delaware,0,Smokeless Tobacco Use (Adults),User Status,Current,3.4,45 to 64
2016,Male,Delaware,0,Cigarette Use (Adults),Smoking Status,Never,51.4,25 to 44
2016,Male,Delaware,0,Cigarette Use (Adults),Smoking Status,Never,51.4,45 to 64
2016,Male,Delaware,0,E-Cigarette Use (Adults),Frequency of Use,Every Day,48.4,25 to 44
2016,Male,Delaware,0,E-Cigarette Use (Adults),Frequency of Use,Every Day,48.4,45 to 64
2016,Male,Delaware,0,E-Cigarette Use (Adults),User Status,Current,5.4,25 to 44
2016,Male,Delaware,0,E-Cigarette Use (Adults),User Status,Current,5.4,45 to 64
2016,Male,Delaware,0,Cigarette Use (Adults),Smoking Frequency,Every Day,66.2,25 to 44
2016,Male,Delaware,0,Cigarette Use (Adults),Smoking Frequency,Every Day,66.2,45 to 64
2016,Male,Delaware,0,Cigarette Use (Adults),Smoking Status,Current,19.0,25 to 44
2016,Male,Delaware,0,Cigarette Use (Adults),Smoking Status,Current,19.0,45 to 64
2016,Male,Delaware,0,Cigarette Use (Adults),Smoking Status,Former,29.6,25 to 44
2016,Male,Delaware,0,Cigarette Use (Adults),Smoking Status,Former,29.6,45 to 64
2016,Female,Delaware,66,Cigarette Use (Adults),Smoking Status,Former,24.3,25 to 44
2016,Female,Delaware,357,Cigarette Use (Adults),Smoking Status,Former,24.3,45 to 64
2016,Female,Delaware,422,Cigarette Use (Adults),Smoking Status,Former,24.3,65+
2016,Female,Delaware,66,Smokeless Tobacco Use (Adults),User Status,Current,1.2,25 to 44
2016,Female,Delaware,357,Smokeless Tobacco Use (Adults),User Status,Current,1.2,45 to 64
2016,Female,Delaware,422,Smokeless Tobacco Use (Adults),User Status,Current,1.2,65+
2016,Female,Delaware,66,E-Cigarette Use (Adults),Frequency of Use,Some Days,67.9,25 to 44
2016,Female,Delaware,357,E-Cigarette Use (Adults),Frequency of Use,Some Days,67.9,45 to 64
2016,Female,Delaware,422,E-Cigarette Use (Adults),Frequency of Use,Some Days,67.9,65+
2016,Female,Delaware,66,Cigarette Use (Adults),Smoking Status,Never,59.3,25 to 44
2016,Female,Delaware,357,Cigarette Use (Adults),Smoking Status,Never,59.3,45 to 64
2016,Female,Delaware,422,Cigarette Use (Adults),Smoking Status,Never,59.3,65+
2016,Female,Delaware,66,E-Cigarette Use (Adults),User Status,Never,83.1,25 to 44
2016,Female,Delaware,357,E-Cigarette Use (Adults),User Status,Never,83.1,45 to 64
2016,Female,Delaware,422,E-Cigarette Use (Adults),User Status,Never,83.1,65+
2016,Female,Delaware,66,Cigarette Use (Adults),Smoking Status,Current,16.4,25 to 44
2016,Female,Delaware,357,Cigarette Use (Adults),Smoking Status,Current,16.4,45 to 64
2016,Female,Delaware,422,Cigarette Use (Adults),Smoking Status,Current,16.4,65+
2016,Female,Delaware,66,Smokeless Tobacco Use (Adults),User Status,Not Current,98.8,25 to 44
2016,Female,Delaware,357,Smokeless Tobacco Use (Adults),User Status,Not Current,98.8,45 to 64
2016,Female,Delaware,422,Smokeless Tobacco Use (Adults),User Status,Not Current,98.8,65+
2016,Female,Delaware,66,E-Cigarette Use (Adults),User Status,Former,14.1,25 to 44
2016,Female,Delaware,357,E-Cigarette Use (Adults),User Status,Former,14.1,45 to 64
2016,Female,Delaware,422,E-Cigarette Use (Adults),User Status,Former,14.1,65+
2016,Female,Delaware,66,Cigarette Use (Adults),Smoking Frequency,Some Days,25.1,25 to 44
2016,Female,Delaware,357,Cigarette Use (Adults),Smoking Frequency,Some Days,25.1,45 to 64
2016,Female,Delaware,422,Cigarette Use (Adults),Smoking Frequency,Some Days,25.1,65+
2016,Female,Delaware,66,Cigarette Use (Adults),Smoking Frequency,Every Day,74.9,25 to 44
2016,Female,Delaware,357,Cigarette Use (Adults),Smoking Frequency,Every Day,74.9,45 to 64
2016,Female,Delaware,422,Cigarette Use (Adults),Smoking Frequency,Every Day,74.9,65+
2016,Female,Delaware,66,E-Cigarette Use (Adults),Frequency of Use,Every Day,32.1,25 to 44
2016,Female,Delaware,357,E-Cigarette Use (Adults),Frequency of Use,Every Day,32.1,45 to 64
2016,Female,Delaware,422,E-Cigarette Use (Adults),Frequency of Use,Every Day,32.1,65+
2016,Female,Delaware,66,E-Cigarette Use (Adults),User Status,Current,2.8,25 to 44
2016,Female,Delaware,357,E-Cigarette Use (Adults),User Status,Current,2.8,45 to 64
2016,Female,Delaware,422,E-Cigarette Use (Adults),User Status,Current,2.8,65+
2015,Female,Delaware,71,Cigarette Use (Adults),Smoking Status,Former,24.2,25 to 44
2015,Female,Delaware,373,Cigarette Use (Adults),Smoking Status,Former,24.2,45 to 64
2015,Female,Delaware,404,Cigarette Use (Adults),Smoking Status,Former,24.2,65+
2015,Female,Delaware,71,Cigarette Use (Adults),Smoking Status,Never,61.6,25 to 44
2015,Female,Delaware,373,Cigarette Use (Adults),Smoking Status,Never,61.6,45 to 64
2015,Female,Delaware,404,Cigarette Use (Adults),Smoking Status,Never,61.6,65+
2015,Female,Delaware,71,Cigarette Use (Adults),Smoking Frequency,Some Days,27.8,25 to 44
2015,Female,Delaware,373,Cigarette Use (Adults),Smoking Frequency,Some Days,27.8,45 to 64
2015,Female,Delaware,404,Cigarette Use (Adults),Smoking Frequency,Some Days,27.8,65+
2015,Female,Delaware,71,Cigarette Use (Adults),Smoking Status,Current,14.2,25 to 44
2015,Female,Delaware,373,Cigarette Use (Adults),Smoking Status,Current,14.2,45 to 64
2015,Female,Delaware,404,Cigarette Use (Adults),Smoking Status,Current,14.2,65+
2015,Female,Delaware,71,Smokeless Tobacco Use (Adults),User Status,Not Current,99.1,25 to 44
2015,Female,Delaware,373,Smokeless Tobacco Use (Adults),User Status,Not Current,99.1,45 to 64
2015,Female,Delaware,404,Smokeless Tobacco Use (Adults),User Status,Not Current,99.1,65+
2015,Female,Delaware,71,Smokeless Tobacco Use (Adults),User Status,Current,0.9,25 to 44
2015,Female,Delaware,373,Smokeless Tobacco Use (Adults),User Status,Current,0.9,45 to 64
2015,Female,Delaware,404,Smokeless Tobacco Use (Adults),User Status,Current,0.9,65+
2015,Female,Delaware,71,Cigarette Use (Adults),Smoking Frequency,Every Day,72.2,25 to 44
2015,Female,Delaware,373,Cigarette Use (Adults),Smoking Frequency,Every Day,72.2,45 to 64
2015,Female,Delaware,404,Cigarette Use (Adults),Smoking Frequency,Every Day,72.2,65+
2015,Male,Delaware,0,Smokeless Tobacco Use (Adults),User Status,Current,4.6,25 to 44
2015,Male,Delaware,0,Cigarette Use (Adults),Smoking Status,Never,48.9,25 to 44
2015,Male,Delaware,0,Smokeless Tobacco Use (Adults),User Status,Not Current,95.4,25 to 44
2015,Male,Delaware,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,48.0,25 to 44
2015,Male,Delaware,0,Cigarette Use (Adults),Smoking Status,Current,20.9,25 to 44
2015,Male,Delaware,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,52.0,25 to 44
2015,Male,Delaware,0,Cigarette Use (Adults),Smoking Status,Former,30.2,25 to 44
2015,Male,Delaware,0,Cigarette Use (Adults),Smoking Frequency,Every Day,66.0,25 to 44
2015,Male,Delaware,0,Cigarette Use (Adults),Smoking Frequency,Some Days,34.0,25 to 44
2014,Female,Delaware,64,Cigarette Use (Adults),Smoking Status,Never,61.9,25 to 44
2014,Female,Delaware,370,Cigarette Use (Adults),Smoking Status,Never,61.9,45 to 64
2014,Female,Delaware,415,Cigarette Use (Adults),Smoking Status,Never,61.9,65+
2014,Female,Delaware,64,Cigarette Use (Adults),Smoking Frequency,Some Days,26.2,25 to 44
2014,Female,Delaware,370,Cigarette Use (Adults),Smoking Frequency,Some Days,26.2,45 to 64
2014,Female,Delaware,415,Cigarette Use (Adults),Smoking Frequency,Some Days,26.2,65+
2014,Female,Delaware,64,Cigarette Use (Adults),Smoking Status,Former,21.5,25 to 44
2014,Female,Delaware,370,Cigarette Use (Adults),Smoking Status,Former,21.5,45 to 64
2014,Female,Delaware,415,Cigarette Use (Adults),Smoking Status,Former,21.5,65+
2014,Female,Delaware,64,Smokeless Tobacco Use (Adults),User Status,Current,0.2,25 to 44
2014,Female,Delaware,370,Smokeless Tobacco Use (Adults),User Status,Current,0.2,45 to 64
2014,Female,Delaware,415,Smokeless Tobacco Use (Adults),User Status,Current,0.2,65+
2014,Female,Delaware,64,Cigarette Use (Adults),Smoking Frequency,Every Day,73.8,25 to 44
2014,Female,Delaware,370,Cigarette Use (Adults),Smoking Frequency,Every Day,73.8,45 to 64
2014,Female,Delaware,415,Cigarette Use (Adults),Smoking Frequency,Every Day,73.8,65+
2014,Female,Delaware,64,Cigarette Use (Adults),Smoking Status,Current,16.6,25 to 44
2014,Female,Delaware,370,Cigarette Use (Adults),Smoking Status,Current,16.6,45 to 64
2014,Female,Delaware,415,Cigarette Use (Adults),Smoking Status,Current,16.6,65+
2014,Female,Delaware,64,Smokeless Tobacco Use (Adults),User Status,Not Current,99.8,25 to 44
2014,Female,Delaware,370,Smokeless Tobacco Use (Adults),User Status,Not Current,99.8,45 to 64
2014,Female,Delaware,415,Smokeless Tobacco Use (Adults),User Status,Not Current,99.8,65+
2014,Male,Delaware,0,Smokeless Tobacco Use (Adults),User Status,Not Current,96.9,25 to 44
2014,Male,Delaware,0,Smokeless Tobacco Use (Adults),User Status,Not Current,96.9,45 to 64
2014,Male,Delaware,0,Cigarette Use (Adults),Smoking Status,Former,28.0,25 to 44
2014,Male,Delaware,0,Cigarette Use (Adults),Smoking Status,Former,28.0,45 to 64
2014,Male,Delaware,0,Smokeless Tobacco Use (Adults),User Status,Current,3.1,25 to 44
2014,Male,Delaware,0,Smokeless Tobacco Use (Adults),User Status,Current,3.1,45 to 64
2014,Male,Delaware,0,Cigarette Use (Adults),Smoking Status,Never,48.5,25 to 44
2014,Male,Delaware,0,Cigarette Use (Adults),Smoking Status,Never,48.5,45 to 64
2014,Male,Delaware,0,Cigarette Use (Adults),Smoking Frequency,Every Day,74.1,25 to 44
2014,Male,Delaware,0,Cigarette Use (Adults),Smoking Frequency,Every Day,74.1,45 to 64
2014,Male,Delaware,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,54.6,25 to 44
2014,Male,Delaware,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,54.6,45 to 64
2014,Male,Delaware,0,Cigarette Use (Adults),Smoking Frequency,Some Days,25.9,25 to 44
2014,Male,Delaware,0,Cigarette Use (Adults),Smoking Frequency,Some Days,25.9,45 to 64
2014,Male,Delaware,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,45.4,25 to 44
2014,Male,Delaware,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,45.4,45 to 64
2014,Male,Delaware,0,Cigarette Use (Adults),Smoking Status,Current,23.5,25 to 44
2014,Male,Delaware,0,Cigarette Use (Adults),Smoking Status,Current,23.5,45 to 64
2018,Female,District of Columbia,58,Cigarette Use (Adults),Smoking Frequency,Every Day,46.6,25 to 44
2018,Female,District of Columbia,206,Cigarette Use (Adults),Smoking Frequency,Every Day,46.6,45 to 64
2018,Female,District of Columbia,251,Cigarette Use (Adults),Smoking Frequency,Every Day,46.6,65+
2018,Female,District of Columbia,58,Cigarette Use (Adults),Smoking Frequency,Some Days,53.4,25 to 44
2018,Female,District of Columbia,206,Cigarette Use (Adults),Smoking Frequency,Some Days,53.4,45 to 64
2018,Female,District of Columbia,251,Cigarette Use (Adults),Smoking Frequency,Some Days,53.4,65+
2018,Female,District of Columbia,58,Smokeless Tobacco Use (Adults),User Status,Not Current,98.7,25 to 44
2018,Female,District of Columbia,206,Smokeless Tobacco Use (Adults),User Status,Not Current,98.7,45 to 64
2018,Female,District of Columbia,251,Smokeless Tobacco Use (Adults),User Status,Not Current,98.7,65+
2018,Female,District of Columbia,58,Cigarette Use (Adults),Smoking Status,Current,12.6,25 to 44
2018,Female,District of Columbia,206,Cigarette Use (Adults),Smoking Status,Current,12.6,45 to 64
2018,Female,District of Columbia,251,Cigarette Use (Adults),Smoking Status,Current,12.6,65+
2018,Female,District of Columbia,58,Cigarette Use (Adults),Smoking Status,Former,17.8,25 to 44
2018,Female,District of Columbia,206,Cigarette Use (Adults),Smoking Status,Former,17.8,45 to 64
2018,Female,District of Columbia,251,Cigarette Use (Adults),Smoking Status,Former,17.8,65+
2018,Female,District of Columbia,58,Smokeless Tobacco Use (Adults),User Status,Current,1.3,25 to 44
2018,Female,District of Columbia,206,Smokeless Tobacco Use (Adults),User Status,Current,1.3,45 to 64
2018,Female,District of Columbia,251,Smokeless Tobacco Use (Adults),User Status,Current,1.3,65+
2018,Female,District of Columbia,58,Cigarette Use (Adults),Smoking Status,Never,69.6,25 to 44
2018,Female,District of Columbia,206,Cigarette Use (Adults),Smoking Status,Never,69.6,45 to 64
2018,Female,District of Columbia,251,Cigarette Use (Adults),Smoking Status,Never,69.6,65+
2018,Male,District of Columbia,0,Cigarette Use (Adults),Smoking Status,Current,15.1,45 to 64
2018,Male,District of Columbia,0,Cigarette Use (Adults),Smoking Frequency,Every Day,53.7,45 to 64
2018,Male,District of Columbia,0,Cigarette Use (Adults),Smoking Status,Former,24.3,45 to 64
2018,Male,District of Columbia,0,Smokeless Tobacco Use (Adults),User Status,Current,2.2,45 to 64
2018,Male,District of Columbia,0,Cigarette Use (Adults),Smoking Status,Never,60.6,45 to 64
2018,Male,District of Columbia,0,Smokeless Tobacco Use (Adults),User Status,Not Current,97.8,45 to 64
2018,Male,District of Columbia,0,Cigarette Use (Adults),Smoking Frequency,Some Days,46.3,45 to 64
2017,Female,District of Columbia,79,Cigarette Use (Adults),Smoking Status,Current,11.3,25 to 44
2017,Female,District of Columbia,230,Cigarette Use (Adults),Smoking Status,Current,11.3,45 to 64
2017,Female,District of Columbia,219,Cigarette Use (Adults),Smoking Status,Current,11.3,65+
2017,Female,District of Columbia,79,Cigarette Use (Adults),Smoking Frequency,Every Day,56.6,25 to 44
2017,Female,District of Columbia,230,Cigarette Use (Adults),Smoking Frequency,Every Day,56.6,45 to 64
2017,Female,District of Columbia,219,Cigarette Use (Adults),Smoking Frequency,Every Day,56.6,65+
2017,Female,District of Columbia,79,Cigarette Use (Adults),Smoking Status,Never,72.3,25 to 44
2017,Female,District of Columbia,230,Cigarette Use (Adults),Smoking Status,Never,72.3,45 to 64
2017,Female,District of Columbia,219,Cigarette Use (Adults),Smoking Status,Never,72.3,65+
2017,Female,District of Columbia,79,E-Cigarette Use (Adults),User Status,Never,87.5,25 to 44
2017,Female,District of Columbia,230,E-Cigarette Use (Adults),User Status,Never,87.5,45 to 64
2017,Female,District of Columbia,219,E-Cigarette Use (Adults),User Status,Never,87.5,65+
2017,Female,District of Columbia,79,E-Cigarette Use (Adults),User Status,Former,10.8,25 to 44
2017,Female,District of Columbia,230,E-Cigarette Use (Adults),User Status,Former,10.8,45 to 64
2017,Female,District of Columbia,219,E-Cigarette Use (Adults),User Status,Former,10.8,65+
2017,Female,District of Columbia,79,Smokeless Tobacco Use (Adults),User Status,Current,0.8,25 to 44
2017,Female,District of Columbia,230,Smokeless Tobacco Use (Adults),User Status,Current,0.8,45 to 64
2017,Female,District of Columbia,219,Smokeless Tobacco Use (Adults),User Status,Current,0.8,65+
2017,Female,District of Columbia,79,Smokeless Tobacco Use (Adults),User Status,Not Current,99.2,25 to 44
2017,Female,District of Columbia,230,Smokeless Tobacco Use (Adults),User Status,Not Current,99.2,45 to 64
2017,Female,District of Columbia,219,Smokeless Tobacco Use (Adults),User Status,Not Current,99.2,65+
2017,Female,District of Columbia,79,Cigarette Use (Adults),Smoking Frequency,Some Days,43.4,25 to 44
2017,Female,District of Columbia,230,Cigarette Use (Adults),Smoking Frequency,Some Days,43.4,45 to 64
