,Year,States,Sex,Count,topicdesc,measuredesc,response,data_value,age_group
3982,2016,Hawaii,Male,116,Cigarette Use (Adults),Smoking Frequency,Some Days,34.3,45 to 64
3983,2016,Hawaii,Male,379,Cigarette Use (Adults),Smoking Frequency,Some Days,34.3,65+
3984,2016,Hawaii,Male,0,Cigarette Use (Adults),Smoking Status,Current,15.1,25 to 44
3985,2016,Hawaii,Male,116,Cigarette Use (Adults),Smoking Status,Current,15.1,45 to 64
3986,2016,Hawaii,Male,379,Cigarette Use (Adults),Smoking Status,Current,15.1,65+
3987,2016,Hawaii,Male,0,Cigarette Use (Adults),Smoking Status,Never,54.9,25 to 44
3988,2016,Hawaii,Male,116,Cigarette Use (Adults),Smoking Status,Never,54.9,45 to 64
3989,2016,Hawaii,Male,379,Cigarette Use (Adults),Smoking Status,Never,54.9,65+
3990,2016,Hawaii,Male,0,Cigarette Use (Adults),Smoking Status,Former,29.9,25 to 44
3991,2016,Hawaii,Male,116,Cigarette Use (Adults),Smoking Status,Former,29.9,45 to 64
3992,2016,Hawaii,Male,379,Cigarette Use (Adults),Smoking Status,Former,29.9,65+
3993,2016,Hawaii,Male,0,E-Cigarette Use (Adults),User Status,Current,6.0,25 to 44
3994,2016,Hawaii,Male,116,E-Cigarette Use (Adults),User Status,Current,6.0,45 to 64
3995,2016,Hawaii,Male,379,E-Cigarette Use (Adults),User Status,Current,6.0,65+
3996,2016,Hawaii,Male,0,E-Cigarette Use (Adults),Frequency of Use,Every Day,44.2,25 to 44
3997,2016,Hawaii,Male,116,E-Cigarette Use (Adults),Frequency of Use,Every Day,44.2,45 to 64
3998,2016,Hawaii,Male,379,E-Cigarette Use (Adults),Frequency of Use,Every Day,44.2,65+
3999,2016,Hawaii,Male,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,56.0,25 to 44
4000,2016,Hawaii,Male,116,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,56.0,45 to 64
4001,2016,Hawaii,Male,379,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,56.0,65+
4002,2016,Hawaii,Male,0,Cigarette Use (Adults),Smoking Frequency,Every Day,65.7,25 to 44
4003,2016,Hawaii,Male,116,Cigarette Use (Adults),Smoking Frequency,Every Day,65.7,45 to 64
4004,2016,Hawaii,Male,379,Cigarette Use (Adults),Smoking Frequency,Every Day,65.7,65+
4005,2016,Hawaii,Male,0,Smokeless Tobacco Use (Adults),User Status,Current,3.4,25 to 44
4006,2016,Hawaii,Male,116,Smokeless Tobacco Use (Adults),User Status,Current,3.4,45 to 64
4007,2016,Hawaii,Male,379,Smokeless Tobacco Use (Adults),User Status,Current,3.4,65+
4008,2016,Hawaii,Male,0,E-Cigarette Use (Adults),Frequency of Use,Some Days,55.8,25 to 44
4009,2016,Hawaii,Male,116,E-Cigarette Use (Adults),Frequency of Use,Some Days,55.8,45 to 64
4010,2016,Hawaii,Male,379,E-Cigarette Use (Adults),Frequency of Use,Some Days,55.8,65+
4011,2016,Hawaii,Male,0,Smokeless Tobacco Use (Adults),User Status,Not Current,96.6,25 to 44
4012,2016,Hawaii,Male,116,Smokeless Tobacco Use (Adults),User Status,Not Current,96.6,45 to 64
4013,2016,Hawaii,Male,379,Smokeless Tobacco Use (Adults),User Status,Not Current,96.6,65+
4014,2016,Hawaii,Male,0,E-Cigarette Use (Adults),User Status,Former,20.1,25 to 44
4015,2016,Hawaii,Male,116,E-Cigarette Use (Adults),User Status,Former,20.1,45 to 64
4016,2016,Hawaii,Male,379,E-Cigarette Use (Adults),User Status,Former,20.1,65+
4017,2016,Hawaii,Male,0,E-Cigarette Use (Adults),User Status,Never,74.0,25 to 44
4018,2016,Hawaii,Male,116,E-Cigarette Use (Adults),User Status,Never,74.0,45 to 64
4019,2016,Hawaii,Male,379,E-Cigarette Use (Adults),User Status,Never,74.0,65+
4020,2016,Hawaii,Female,0,Cigarette Use (Adults),Smoking Status,Never,68.4,25 to 44
4021,2016,Hawaii,Female,86,Cigarette Use (Adults),Smoking Status,Never,68.4,45 to 64
4022,2016,Hawaii,Female,241,Cigarette Use (Adults),Smoking Status,Never,68.4,65+
4026,2016,Hawaii,Female,0,E-Cigarette Use (Adults),User Status,Current,2.6,25 to 44
4027,2016,Hawaii,Female,86,E-Cigarette Use (Adults),User Status,Current,2.6,45 to 64
4028,2016,Hawaii,Female,241,E-Cigarette Use (Adults),User Status,Current,2.6,65+
4029,2016,Hawaii,Female,0,Cigarette Use (Adults),Smoking Frequency,Every Day,71.8,25 to 44
4030,2016,Hawaii,Female,86,Cigarette Use (Adults),Smoking Frequency,Every Day,71.8,45 to 64
4031,2016,Hawaii,Female,241,Cigarette Use (Adults),Smoking Frequency,Every Day,71.8,65+
4032,2016,Hawaii,Female,0,E-Cigarette Use (Adults),Frequency of Use,Every Day,34.0,25 to 44
4033,2016,Hawaii,Female,86,E-Cigarette Use (Adults),Frequency of Use,Every Day,34.0,45 to 64
4034,2016,Hawaii,Female,241,E-Cigarette Use (Adults),Frequency of Use,Every Day,34.0,65+
4035,2016,Hawaii,Female,0,Smokeless Tobacco Use (Adults),User Status,Not Current,98.5,25 to 44
4036,2016,Hawaii,Female,86,Smokeless Tobacco Use (Adults),User Status,Not Current,98.5,45 to 64
4037,2016,Hawaii,Female,241,Smokeless Tobacco Use (Adults),User Status,Not Current,98.5,65+
4038,2016,Hawaii,Female,0,E-Cigarette Use (Adults),User Status,Former,15.7,25 to 44
4039,2016,Hawaii,Female,86,E-Cigarette Use (Adults),User Status,Former,15.7,45 to 64
4040,2016,Hawaii,Female,241,E-Cigarette Use (Adults),User Status,Former,15.7,65+
4041,2016,Hawaii,Female,0,E-Cigarette Use (Adults),User Status,Never,81.7,25 to 44
4042,2016,Hawaii,Female,86,E-Cigarette Use (Adults),User Status,Never,81.7,45 to 64
4043,2016,Hawaii,Female,241,E-Cigarette Use (Adults),User Status,Never,81.7,65+
4044,2016,Hawaii,Female,0,Cigarette Use (Adults),Smoking Frequency,Some Days,28.2,25 to 44
4045,2016,Hawaii,Female,86,Cigarette Use (Adults),Smoking Frequency,Some Days,28.2,45 to 64
4046,2016,Hawaii,Female,241,Cigarette Use (Adults),Smoking Frequency,Some Days,28.2,65+
4047,2016,Hawaii,Female,0,E-Cigarette Use (Adults),Frequency of Use,Some Days,66.0,25 to 44
4048,2016,Hawaii,Female,86,E-Cigarette Use (Adults),Frequency of Use,Some Days,66.0,45 to 64
4049,2016,Hawaii,Female,241,E-Cigarette Use (Adults),Frequency of Use,Some Days,66.0,65+
4050,2016,Hawaii,Female,0,Cigarette Use (Adults),Smoking Status,Current,10.9,25 to 44
4051,2016,Hawaii,Female,86,Cigarette Use (Adults),Smoking Status,Current,10.9,45 to 64
4052,2016,Hawaii,Female,241,Cigarette Use (Adults),Smoking Status,Current,10.9,65+
4056,2016,Hawaii,Female,0,Smokeless Tobacco Use (Adults),User Status,Current,1.5,25 to 44
4057,2016,Hawaii,Female,86,Smokeless Tobacco Use (Adults),User Status,Current,1.5,45 to 64
4058,2016,Hawaii,Female,241,Smokeless Tobacco Use (Adults),User Status,Current,1.5,65+
4059,2016,Hawaii,Female,0,Cigarette Use (Adults),Smoking Status,Former,20.7,25 to 44
4060,2016,Hawaii,Female,86,Cigarette Use (Adults),Smoking Status,Former,20.7,45 to 64
4061,2016,Hawaii,Female,241,Cigarette Use (Adults),Smoking Status,Former,20.7,65+
4062,2015,Hawaii,Male,0,Cigarette Use (Adults),Smoking Status,Current,17.3,25 to 44
4063,2015,Hawaii,Male,119,Cigarette Use (Adults),Smoking Status,Current,17.3,45 to 64
4064,2015,Hawaii,Male,342,Cigarette Use (Adults),Smoking Status,Current,17.3,65+
4065,2015,Hawaii,Male,0,Cigarette Use (Adults),Smoking Frequency,Every Day,70.6,25 to 44
4066,2015,Hawaii,Male,119,Cigarette Use (Adults),Smoking Frequency,Every Day,70.6,45 to 64
4067,2015,Hawaii,Male,342,Cigarette Use (Adults),Smoking Frequency,Every Day,70.6,65+
4068,2015,Hawaii,Male,0,Cigarette Use (Adults),Smoking Status,Never,54.2,25 to 44
4069,2015,Hawaii,Male,119,Cigarette Use (Adults),Smoking Status,Never,54.2,45 to 64
4070,2015,Hawaii,Male,342,Cigarette Use (Adults),Smoking Status,Never,54.2,65+
4071,2015,Hawaii,Male,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,68.5,25 to 44
4072,2015,Hawaii,Male,119,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,68.5,45 to 64
4073,2015,Hawaii,Male,342,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,68.5,65+
4074,2015,Hawaii,Male,0,Cigarette Use (Adults),Smoking Frequency,Some Days,29.4,25 to 44
4075,2015,Hawaii,Male,119,Cigarette Use (Adults),Smoking Frequency,Some Days,29.4,45 to 64
4076,2015,Hawaii,Male,342,Cigarette Use (Adults),Smoking Frequency,Some Days,29.4,65+
4077,2015,Hawaii,Male,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,31.5,25 to 44
4078,2015,Hawaii,Male,119,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,31.5,45 to 64
4079,2015,Hawaii,Male,342,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,31.5,65+
4080,2015,Hawaii,Male,0,Smokeless Tobacco Use (Adults),User Status,Current,4.0,25 to 44
4081,2015,Hawaii,Male,119,Smokeless Tobacco Use (Adults),User Status,Current,4.0,45 to 64
4082,2015,Hawaii,Male,342,Smokeless Tobacco Use (Adults),User Status,Current,4.0,65+
4083,2015,Hawaii,Male,0,Cigarette Use (Adults),Smoking Status,Former,28.5,25 to 44
4084,2015,Hawaii,Male,119,Cigarette Use (Adults),Smoking Status,Former,28.5,45 to 64
4085,2015,Hawaii,Male,342,Cigarette Use (Adults),Smoking Status,Former,28.5,65+
4086,2015,Hawaii,Male,0,Smokeless Tobacco Use (Adults),User Status,Not Current,96.0,25 to 44
4087,2015,Hawaii,Male,119,Smokeless Tobacco Use (Adults),User Status,Not Current,96.0,45 to 64
4088,2015,Hawaii,Male,342,Smokeless Tobacco Use (Adults),User Status,Not Current,96.0,65+
4089,2015,Hawaii,Female,0,Cigarette Use (Adults),Smoking Frequency,Some Days,27.7,25 to 44
4090,2015,Hawaii,Female,104,Cigarette Use (Adults),Smoking Frequency,Some Days,27.7,45 to 64
4091,2015,Hawaii,Female,253,Cigarette Use (Adults),Smoking Frequency,Some Days,27.7,65+
4092,2015,Hawaii,Female,0,Cigarette Use (Adults),Smoking Status,Never,67.1,25 to 44
4093,2015,Hawaii,Female,104,Cigarette Use (Adults),Smoking Status,Never,67.1,45 to 64
4094,2015,Hawaii,Female,253,Cigarette Use (Adults),Smoking Status,Never,67.1,65+
4098,2015,Hawaii,Female,0,Cigarette Use (Adults),Smoking Frequency,Every Day,72.3,25 to 44
4099,2015,Hawaii,Female,104,Cigarette Use (Adults),Smoking Frequency,Every Day,72.3,45 to 64
4100,2015,Hawaii,Female,253,Cigarette Use (Adults),Smoking Frequency,Every Day,72.3,65+
4101,2015,Hawaii,Female,0,Cigarette Use (Adults),Smoking Status,Current,10.8,25 to 44
4102,2015,Hawaii,Female,104,Cigarette Use (Adults),Smoking Status,Current,10.8,45 to 64
4103,2015,Hawaii,Female,253,Cigarette Use (Adults),Smoking Status,Current,10.8,65+
4104,2015,Hawaii,Female,0,Smokeless Tobacco Use (Adults),User Status,Not Current,99.4,25 to 44
4105,2015,Hawaii,Female,104,Smokeless Tobacco Use (Adults),User Status,Not Current,99.4,45 to 64
4106,2015,Hawaii,Female,253,Smokeless Tobacco Use (Adults),User Status,Not Current,99.4,65+
4107,2015,Hawaii,Female,0,Smokeless Tobacco Use (Adults),User Status,Current,0.6,25 to 44
4108,2015,Hawaii,Female,104,Smokeless Tobacco Use (Adults),User Status,Current,0.6,45 to 64
4109,2015,Hawaii,Female,253,Smokeless Tobacco Use (Adults),User Status,Current,0.6,65+
4113,2015,Hawaii,Female,0,Cigarette Use (Adults),Smoking Status,Former,22.0,25 to 44
4114,2015,Hawaii,Female,104,Cigarette Use (Adults),Smoking Status,Former,22.0,45 to 64
4115,2015,Hawaii,Female,253,Cigarette Use (Adults),Smoking Status,Former,22.0,65+
4116,2014,Hawaii,Female,0,Smokeless Tobacco Use (Adults),User Status,Not Current,99.4,25 to 44
4117,2014,Hawaii,Female,89,Smokeless Tobacco Use (Adults),User Status,Not Current,99.4,45 to 64
4118,2014,Hawaii,Female,260,Smokeless Tobacco Use (Adults),User Status,Not Current,99.4,65+
4122,2014,Hawaii,Female,0,Cigarette Use (Adults),Smoking Frequency,Some Days,24.6,25 to 44
4123,2014,Hawaii,Female,89,Cigarette Use (Adults),Smoking Frequency,Some Days,24.6,45 to 64
4124,2014,Hawaii,Female,260,Cigarette Use (Adults),Smoking Frequency,Some Days,24.6,65+
4125,2014,Hawaii,Female,0,Cigarette Use (Adults),Smoking Status,Former,22.8,25 to 44
4126,2014,Hawaii,Female,89,Cigarette Use (Adults),Smoking Status,Former,22.8,45 to 64
4127,2014,Hawaii,Female,260,Cigarette Use (Adults),Smoking Status,Former,22.8,65+
4128,2014,Hawaii,Female,0,Cigarette Use (Adults),Smoking Frequency,Every Day,75.4,25 to 44
4129,2014,Hawaii,Female,89,Cigarette Use (Adults),Smoking Frequency,Every Day,75.4,45 to 64
4130,2014,Hawaii,Female,260,Cigarette Use (Adults),Smoking Frequency,Every Day,75.4,65+
4131,2014,Hawaii,Female,0,Cigarette Use (Adults),Smoking Status,Never,65.1,25 to 44
4132,2014,Hawaii,Female,89,Cigarette Use (Adults),Smoking Status,Never,65.1,45 to 64
4133,2014,Hawaii,Female,260,Cigarette Use (Adults),Smoking Status,Never,65.1,65+
4137,2014,Hawaii,Female,0,Cigarette Use (Adults),Smoking Status,Current,12.1,25 to 44
4138,2014,Hawaii,Female,89,Cigarette Use (Adults),Smoking Status,Current,12.1,45 to 64
4139,2014,Hawaii,Female,260,Cigarette Use (Adults),Smoking Status,Current,12.1,65+
4140,2014,Hawaii,Female,0,Smokeless Tobacco Use (Adults),User Status,Current,0.6,25 to 44
4141,2014,Hawaii,Female,89,Smokeless Tobacco Use (Adults),User Status,Current,0.6,45 to 64
4142,2014,Hawaii,Female,260,Smokeless Tobacco Use (Adults),User Status,Current,0.6,65+
4143,2014,Hawaii,Male,0,Cigarette Use (Adults),Smoking Frequency,Every Day,62.7,25 to 44
4144,2014,Hawaii,Male,123,Cigarette Use (Adults),Smoking Frequency,Every Day,62.7,45 to 64
4145,2014,Hawaii,Male,308,Cigarette Use (Adults),Smoking Frequency,Every Day,62.7,65+
4146,2014,Hawaii,Male,0,Cigarette Use (Adults),Smoking Status,Former,29.1,25 to 44
4147,2014,Hawaii,Male,123,Cigarette Use (Adults),Smoking Status,Former,29.1,45 to 64
4148,2014,Hawaii,Male,308,Cigarette Use (Adults),Smoking Status,Former,29.1,65+
4149,2014,Hawaii,Male,0,Cigarette Use (Adults),Smoking Status,Current,16.2,25 to 44
4150,2014,Hawaii,Male,123,Cigarette Use (Adults),Smoking Status,Current,16.2,45 to 64
4151,2014,Hawaii,Male,308,Cigarette Use (Adults),Smoking Status,Current,16.2,65+
4152,2014,Hawaii,Male,0,Smokeless Tobacco Use (Adults),User Status,Not Current,97.7,25 to 44
4153,2014,Hawaii,Male,123,Smokeless Tobacco Use (Adults),User Status,Not Current,97.7,45 to 64
4154,2014,Hawaii,Male,308,Smokeless Tobacco Use (Adults),User Status,Not Current,97.7,65+
4155,2014,Hawaii,Male,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,60.9,25 to 44
4156,2014,Hawaii,Male,123,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,60.9,45 to 64
4157,2014,Hawaii,Male,308,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,60.9,65+
4158,2014,Hawaii,Male,0,Smokeless Tobacco Use (Adults),User Status,Current,2.3,25 to 44
4159,2014,Hawaii,Male,123,Smokeless Tobacco Use (Adults),User Status,Current,2.3,45 to 64
4160,2014,Hawaii,Male,308,Smokeless Tobacco Use (Adults),User Status,Current,2.3,65+
4161,2014,Hawaii,Male,0,Cigarette Use (Adults),Smoking Status,Never,54.8,25 to 44
4162,2014,Hawaii,Male,123,Cigarette Use (Adults),Smoking Status,Never,54.8,45 to 64
4163,2014,Hawaii,Male,308,Cigarette Use (Adults),Smoking Status,Never,54.8,65+
4164,2014,Hawaii,Male,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,39.1,25 to 44
4165,2014,Hawaii,Male,123,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,39.1,45 to 64
4166,2014,Hawaii,Male,308,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,39.1,65+
4167,2014,Hawaii,Male,0,Cigarette Use (Adults),Smoking Frequency,Some Days,37.3,25 to 44
4168,2014,Hawaii,Male,123,Cigarette Use (Adults),Smoking Frequency,Some Days,37.3,45 to 64
4169,2014,Hawaii,Male,308,Cigarette Use (Adults),Smoking Frequency,Some Days,37.3,65+
4170,2018,Idaho,Female,0,E-Cigarette Use (Adults),User Status,Current,5.5,25 to 44
4171,2018,Idaho,Female,101,E-Cigarette Use (Adults),User Status,Current,5.5,45 to 64
4172,2018,Idaho,Female,351,E-Cigarette Use (Adults),User Status,Current,5.5,65+
4173,2018,Idaho,Female,0,E-Cigarette Use (Adults),Frequency of Use,Every Day,26.8,25 to 44
4174,2018,Idaho,Female,101,E-Cigarette Use (Adults),Frequency of Use,Every Day,26.8,45 to 64
4175,2018,Idaho,Female,351,E-Cigarette Use (Adults),Frequency of Use,Every Day,26.8,65+
4176,2018,Idaho,Female,0,E-Cigarette Use (Adults),User Status,Never,77.0,25 to 44
4177,2018,Idaho,Female,101,E-Cigarette Use (Adults),User Status,Never,77.0,45 to 64
4178,2018,Idaho,Female,351,E-Cigarette Use (Adults),User Status,Never,77.0,65+
4179,2018,Idaho,Female,0,Cigarette Use (Adults),Smoking Status,Never,67.2,25 to 44
4180,2018,Idaho,Female,101,Cigarette Use (Adults),Smoking Status,Never,67.2,45 to 64
4181,2018,Idaho,Female,351,Cigarette Use (Adults),Smoking Status,Never,67.2,65+
4182,2018,Idaho,Female,0,Cigarette Use (Adults),Smoking Status,Former,19.2,25 to 44
4183,2018,Idaho,Female,101,Cigarette Use (Adults),Smoking Status,Former,19.2,45 to 64
4184,2018,Idaho,Female,351,Cigarette Use (Adults),Smoking Status,Former,19.2,65+
4185,2018,Idaho,Female,0,Cigarette Use (Adults),Smoking Frequency,Every Day,74.0,25 to 44
4186,2018,Idaho,Female,101,Cigarette Use (Adults),Smoking Frequency,Every Day,74.0,45 to 64
4187,2018,Idaho,Female,351,Cigarette Use (Adults),Smoking Frequency,Every Day,74.0,65+
4188,2018,Idaho,Female,0,Cigarette Use (Adults),Smoking Frequency,Some Days,26.0,25 to 44
4189,2018,Idaho,Female,101,Cigarette Use (Adults),Smoking Frequency,Some Days,26.0,45 to 64
4190,2018,Idaho,Female,351,Cigarette Use (Adults),Smoking Frequency,Some Days,26.0,65+
4191,2018,Idaho,Female,0,Smokeless Tobacco Use (Adults),User Status,Current,0.8,25 to 44
4192,2018,Idaho,Female,101,Smokeless Tobacco Use (Adults),User Status,Current,0.8,45 to 64
4193,2018,Idaho,Female,351,Smokeless Tobacco Use (Adults),User Status,Current,0.8,65+
4197,2018,Idaho,Female,0,E-Cigarette Use (Adults),Frequency of Use,Some Days,73.2,25 to 44
4198,2018,Idaho,Female,101,E-Cigarette Use (Adults),Frequency of Use,Some Days,73.2,45 to 64
4199,2018,Idaho,Female,351,E-Cigarette Use (Adults),Frequency of Use,Some Days,73.2,65+
4203,2018,Idaho,Female,0,E-Cigarette Use (Adults),User Status,Former,17.5,25 to 44
4204,2018,Idaho,Female,101,E-Cigarette Use (Adults),User Status,Former,17.5,45 to 64
4205,2018,Idaho,Female,351,E-Cigarette Use (Adults),User Status,Former,17.5,65+
4206,2018,Idaho,Female,0,Smokeless Tobacco Use (Adults),User Status,Not Current,99.2,25 to 44
4207,2018,Idaho,Female,101,Smokeless Tobacco Use (Adults),User Status,Not Current,99.2,45 to 64
4208,2018,Idaho,Female,351,Smokeless Tobacco Use (Adults),User Status,Not Current,99.2,65+
4209,2018,Idaho,Female,0,Cigarette Use (Adults),Smoking Status,Current,13.6,25 to 44
4210,2018,Idaho,Female,101,Cigarette Use (Adults),Smoking Status,Current,13.6,45 to 64
4211,2018,Idaho,Female,351,Cigarette Use (Adults),Smoking Status,Current,13.6,65+
4212,2018,Idaho,Male,0,Smokeless Tobacco Use (Adults),User Status,Not Current,92.0,25 to 44
4213,2018,Idaho,Male,114,Smokeless Tobacco Use (Adults),User Status,Not Current,92.0,45 to 64
4214,2018,Idaho,Male,378,Smokeless Tobacco Use (Adults),User Status,Not Current,92.0,65+
4215,2018,Idaho,Male,0,Cigarette Use (Adults),Smoking Status,Current,15.9,25 to 44
4216,2018,Idaho,Male,114,Cigarette Use (Adults),Smoking Status,Current,15.9,45 to 64
4217,2018,Idaho,Male,378,Cigarette Use (Adults),Smoking Status,Current,15.9,65+
4218,2018,Idaho,Male,0,E-Cigarette Use (Adults),User Status,Former,22.9,25 to 44
4219,2018,Idaho,Male,114,E-Cigarette Use (Adults),User Status,Former,22.9,45 to 64
4220,2018,Idaho,Male,378,E-Cigarette Use (Adults),User Status,Former,22.9,65+
4221,2018,Idaho,Male,0,E-Cigarette Use (Adults),User Status,Never,71.0,25 to 44
4222,2018,Idaho,Male,114,E-Cigarette Use (Adults),User Status,Never,71.0,45 to 64
4223,2018,Idaho,Male,378,E-Cigarette Use (Adults),User Status,Never,71.0,65+
4224,2018,Idaho,Male,0,Cigarette Use (Adults),Smoking Frequency,Some Days,36.9,25 to 44
4225,2018,Idaho,Male,114,Cigarette Use (Adults),Smoking Frequency,Some Days,36.9,45 to 64
4226,2018,Idaho,Male,378,Cigarette Use (Adults),Smoking Frequency,Some Days,36.9,65+
4227,2018,Idaho,Male,0,E-Cigarette Use (Adults),Frequency of Use,Some Days,61.5,25 to 44
4228,2018,Idaho,Male,114,E-Cigarette Use (Adults),Frequency of Use,Some Days,61.5,45 to 64
4229,2018,Idaho,Male,378,E-Cigarette Use (Adults),Frequency of Use,Some Days,61.5,65+
4230,2018,Idaho,Male,0,Cigarette Use (Adults),Smoking Status,Never,56.5,25 to 44
4231,2018,Idaho,Male,114,Cigarette Use (Adults),Smoking Status,Never,56.5,45 to 64
4232,2018,Idaho,Male,378,Cigarette Use (Adults),Smoking Status,Never,56.5,65+
4233,2018,Idaho,Male,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,38.1,25 to 44
4234,2018,Idaho,Male,114,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,38.1,45 to 64
4235,2018,Idaho,Male,378,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,38.1,65+
4236,2018,Idaho,Male,0,Smokeless Tobacco Use (Adults),User Status,Current,8.0,25 to 44
4237,2018,Idaho,Male,114,Smokeless Tobacco Use (Adults),User Status,Current,8.0,45 to 64
4238,2018,Idaho,Male,378,Smokeless Tobacco Use (Adults),User Status,Current,8.0,65+
4239,2018,Idaho,Male,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,61.9,25 to 44
